temperature,thread_id,iteration,map_filename,no_of_agents,no_of_goals,per_point_diff,score,per_point_score,coeff_per_point_diff
2,1,514,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87419,0.0538911,15,
1,4,515,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.38602,0.0634879,15,
0,2,516,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.81328,0.052749,15,
3,4,517,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.72024,0.0510044,15,
0,2,518,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.337148,0.00632153,15,
2,2,519,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79333,0.0523749,15,
0,2,520,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.337148,0.00632153,15,
2,6,521,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,7,522,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.83989,0.053248,15,
3,2,523,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
3,8,524,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87897,0.0539806,15,
3,2,525,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
1,7,526,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.95999,0.0554999,15,
3,8,527,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82397,0.0529494,15,
1,2,528,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.18463,0.0597118,15,
3,1,529,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87707,0.053945,15,
4,7,530,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14262,0.0589241,15,
3,5,531,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
3,1,532,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
3,1,533,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,9,534,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.88047,0.0540089,15,
0,7,535,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87897,0.0539806,15,
1,1,536,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06353,0.0574412,15,
1,1,537,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.95939,0.0554885,15,
0,7,538,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
1,9,539,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06852,0.0575348,15,
1,9,540,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98898,0.0560435,15,
2,3,541,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
3,7,542,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
2,3,543,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.21083,0.041453,15,
2,3,544,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
0,9,545,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.97512,0.0557835,15,
0,9,546,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9173,0.0546994,15,
1,0,547,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.27725,0.0614485,15,
1,5,548,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.76684,0.0518782,15,
0,3,549,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.89485,0.0542785,15,
0,3,550,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.01073,0.0564512,15,
3,7,551,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,4,552,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,8,553,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.85113,0.0534587,15,
0,8,554,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.89657,0.0543107,15,
3,2,555,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.72024,0.0510044,15,
1,0,556,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.01384,0.0565096,15,
1,2,557,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.95939,0.0554885,15,
2,2,558,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.38224,0.0634171,15,
0,7,559,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.53574,0.0662951,15,
4,4,560,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96516,0.0555967,15,
2,3,561,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
2,6,562,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,2,563,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.0069,0.0563793,15,
2,9,564,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.19999,0.0599998,15,
2,0,565,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10499,0.0582186,15,
0,2,566,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10695,0.0582553,15,
0,2,567,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96625,0.0556171,15,
0,2,568,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.03108,0.0568327,15,
0,2,569,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96625,0.0556171,15,
3,3,570,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.33291,0.062492,15,
1,6,571,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
4,4,572,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.05012,0.0571897,15,
4,1,573,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
2,4,574,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10972,0.0583072,15,
1,4,575,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.25098,0.0609559,15,
3,6,576,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.13688,0.0588166,15,
2,9,577,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.07275,0.0576141,15,
1,1,578,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.15906,0.0592323,15,
2,9,579,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.50189,0.0656605,15,
1,6,580,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,4.01119,0.0752098,15,
3,3,581,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,3,582,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69214,0.0504776,15,
3,1,583,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.56249,0.0480467,15,
0,1,584,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69732,0.0505748,15,
0,8,585,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
0,0,586,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.51197,0.0470995,15,
0,8,587,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9772,0.0558225,15,
0,8,588,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79326,0.0523737,15,
1,3,589,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96547,0.0556025,15,
3,3,590,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.07665,0.0576872,15,
0,6,591,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,7,592,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.52819,0.0474036,15,
4,2,593,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87897,0.0539806,15,
4,2,594,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69884,0.0506032,15,
0,4,595,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73894,0.0513552,15,
2,8,596,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06772,0.0575198,15,
0,6,597,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98822,0.0560292,15,
0,6,598,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93206,0.0549762,15,
2,8,599,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.02307,0.0566826,15,
2,6,600,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.65889,0.0498542,15,
3,9,601,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,2,602,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,8,603,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
1,1,604,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.52819,0.0474036,15,
1,1,605,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.82397,0.0529494,15,
3,3,606,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.98704,0.0560071,15,
4,2,607,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.31182,0.0620965,15,
0,1,608,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.94094,0.0551426,15,
1,6,609,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.04948,0.0571777,15,
0,0,610,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.3141,0.0621393,15,
0,1,611,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
1,1,612,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,9,613,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73989,0.051373,15,
3,9,614,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,9,615,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.19666,0.0599373,15,
1,6,616,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.7057,0.0507319,15,
0,3,617,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.99643,0.056183,15,
1,2,618,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.14098,0.0588934,15,
2,9,619,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.17107,0.0594576,15,
1,0,620,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06353,0.0574412,15,
0,8,621,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,8,622,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69884,0.0506032,15,
0,8,623,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,8,624,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.69884,0.0506032,15,
0,8,625,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.57466,0.0482748,15,
4,5,626,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.9362,0.0550538,15,
4,5,627,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.96224,0.055542,15,
0,5,628,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.72873,0.0511637,15,
0,5,629,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,5,630,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.09201,0.0579753,15,
0,9,631,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
0,6,632,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
3,2,633,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84292,0.0533047,15,
2,1,634,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.89355,0.0542541,15,
0,2,635,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84842,0.0534078,15,
1,0,636,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.06483,0.0574655,15,
1,7,637,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.09191,0.0579732,15,
2,3,638,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.80038,0.0525072,15,
3,3,639,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.09343,0.0580019,15,
1,7,640,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.10857,0.0582857,15,
0,2,641,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
0,1,642,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,5,643,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
0,1,644,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.8388,0.0532275,15,
2,9,645,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.08394,0.0578239,15,
1,5,646,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68343,0.0503143,15,
2,9,647,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.84997,0.053437,15,
1,5,648,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.68343,0.0503143,15,
1,5,649,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.91881,0.0547277,15,
1,6,650,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.18463,0.0597118,15,
1,2,651,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
0,5,652,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
2,0,653,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79471,0.0524008,15,
1,7,654,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
0,1,655,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.79004,0.0523132,15,
1,7,656,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.87469,0.0539005,15,
0,2,657,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.5421,0.0476645,15,
1,7,658,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.21598,0.0602996,15,
1,5,659,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,3.22281,0.0604277,15,
0,8,660,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93946,0.0551148,15,
3,1,661,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.27957,0.0427419,15,
0,4,662,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,0.170355,0.00319416,15,
4,5,663,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
1,3,664,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.76684,0.0518782,15,
4,6,665,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.73467,0.051275,15,
2,3,666,D:/TharinduM/procedural-motion/maps/4-roads-cross.osm,100,8,2.93616,0.0550529,15,
